,income
13079,1
23482,1
18051,1
24065,0
30528,1
7849,1
32270,1
15199,0
22519,0
12833,1
15677,1
8946,1
20154,1
7432,0
9305,1
32543,1
29406,0
7483,1
19476,0
25862,0
23690,1
10765,1
17738,1
24430,1
1573,1
26371,1
15998,0
26842,1
1843,1
11986,1
17433,1
14452,0
19378,0
24300,0
22438,1
1775,1
290,1
2042,1
15681,1
15006,0
5534,1
6000,1
30594,1
26805,1
27450,0
2765,1
11970,1
30323,1
15848,1
200,1
12938,1
6053,1
31883,1
25434,0
31319,1
28564,1
7146,1
19007,1
31993,1
32476,1
4270,1
482,1
30613,1
15146,0
18589,1
23292,1
7719,1
22148,1
2662,1
3380,1
11991,1
8339,0
22831,1
25203,1
6619,1
10265,1
19999,0
23634,1
29169,0
14278,1
23147,1
18246,1
747,1
5678,1
18514,1
9111,1
31399,1
24496,1
11190,1
5369,1
30381,1
31730,0
27358,0
21065,0
21154,1
5950,1
14853,1
30273,0
21115,1
29674,0
25796,0
29047,1
21133,1
28352,1
1405,0
13795,1
32290,1
11570,1
25622,0
11179,1
31822,1
28101,1
30995,1
25820,1
12867,0
31905,1
17091,1
16992,1
13140,1
19702,0
20303,1
13454,1
6604,1
5945,1
27449,1
12273,1
13031,1
19993,1
4508,1
17646,0
18793,1
25871,1
16638,1
30643,1
4512,1
18378,0
10036,1
24919,0
936,1
14474,0
17887,1
24179,1
2112,0
11135,1
4730,1
30648,1
15242,0
4332,1
30266,0
28057,1
29088,1
13880,1
14245,1
3021,0
4524,1
29622,0
20503,1
2629,1
18854,1
24221,1
16691,1
1684,1
22631,0
24188,0
7536,0
3414,1
21849,1
14288,0
16879,1
31274,0
15886,1
24597,0
4146,1
30408,1
26484,1
25700,1
16369,1
7349,1
21237,1
15180,1
18172,1
19030,1
10843,1
20119,1
23754,1
3625,1
24396,1
8004,1
29584,1
1375,1
25464,1
18729,0
27559,1
24009,1
14163,1
14526,0
7141,1
20254,1
22787,1
5478,0
25374,1
13595,1
29769,0
16194,1
12343,1
21878,1
24210,1
10602,1
27485,1
21871,1
20693,1
19680,1
20945,1
4483,1
5685,0
3545,1
7937,1
2929,1
15656,1
25656,1
5048,1
28123,0
1437,0
28312,0
17904,1
5628,0
7831,0
27079,0
13176,0
18895,0
4945,1
12614,1
21467,0
22805,1
13379,1
25329,1
10756,1
26530,1
19488,1
6876,0
27845,1
7568,1
10892,1
995,0
20383,1
14347,1
20818,1
620,1
19236,1
3716,0
29244,1
15982,1
7622,1
7414,1
14984,1
21165,1
20882,1
22414,0
15141,0
15362,1
26147,1
21504,0
2411,1
30843,0
27119,1
3078,1
23917,1
28064,0
5452,1
19118,1
3552,0
26179,1
27673,1
7415,1
30248,0
6244,1
706,1
24193,1
11997,1
20118,1
16637,0
5880,1
26131,1
7675,1
28725,1
3832,1
11820,1
28251,1
4892,1
6158,1
10588,1
73,1
11664,1
22865,1
14604,1
29583,1
25894,0
19031,0
4187,1
30063,0
16969,1
18746,1
21466,1
8993,1
997,0
11582,0
178,1
32402,0
28743,1
7211,1
15469,1
17574,1
15412,1
5014,0
20885,1
11577,0
14359,1
3103,1
20734,1
24570,1
13654,0
32407,1
29354,1
4873,0
28137,1
16093,0
7189,1
10070,1
29950,1
9192,1
10669,1
2979,1
6167,1
13003,1
23063,1
30900,1
2595,1
16874,0
24187,1
4554,1
13391,1
13762,0
26415,0
17381,1
26576,0
15123,1
392,1
2284,1
21743,1
749,1
19659,1
29191,1
20787,1
10527,1
6211,1
17307,0
22537,0
16445,1
1189,1
20463,1
7287,0
32297,0
17164,1
17854,1
218,1
24665,0
21939,1
29077,0
30811,1
5385,0
10827,1
25936,1
32495,1
1339,1
17057,1
20973,1
8618,0
20832,1
31038,1
29980,1
27696,1
4642,1
24271,0
16222,1
14511,0
24367,1
13216,1
20621,1
22311,1
4733,1
11629,1
31750,0
18088,1
14776,1
8118,1
13981,1
5330,1
932,1
18075,1
7093,0
20443,1
21787,1
23570,0
26816,0
13699,1
11402,1
9571,1
7436,1
11873,1
26875,1
11497,1
1037,1
8028,1
6460,1
18339,1
20457,1
57,1
6955,1
21288,1
3827,1
20805,1
25324,0
21620,1
24020,1
12702,1
532,1
14192,0
17203,1
19633,1
29335,1
18745,1
31989,1
27708,1
12656,1
3238,1
30031,0
3203,1
3443,1
22724,1
2851,1
21587,0
8916,1
26174,1
23435,1
12563,1
21778,1
12718,1
12519,0
3108,0
3743,1
2054,1
31979,1
31456,0
23352,1
17027,0
23255,0
14044,1
12722,1
24640,1
19300,1
25551,1
728,1
31617,1
16459,1
16080,1
10249,1
28381,1
974,1
3604,1
8690,1
24404,1
11752,0
3147,1
24156,0
26032,1
28446,0
15537,1
27273,1
27729,1
9090,1
15118,1
17683,1
15288,1
12964,0
689,1
13513,1
24236,1
18248,0
30245,1
26511,1
30300,1
7024,1
16378,1
4559,0
29986,1
32086,1
11965,1
21357,0
11394,0
6507,1
24500,1
27096,1
20447,1
2813,1
29746,1
12967,1
9078,1
20492,1
11552,1
25015,1
10224,1
2285,1
31408,1
28015,1
4104,1
4623,1
5449,1
28176,0
5515,1
18389,1
4847,0
12623,1
778,0
4161,1
7348,1
12097,1
11623,1
15838,1
10613,0
31615,1
25515,1
21901,1
30736,0
10049,1
7387,1
4248,1
10129,1
16337,0
11530,0
4036,1
7994,1
19606,1
6852,1
13844,1
3974,1
19594,1
207,1
14484,1
886,1
31293,0
17071,1
23496,1
6690,1
16893,1
23024,1
20580,1
4797,0
12073,1
5377,0
6046,1
11687,0
28781,1
258,1
13194,0
31355,0
12078,1
26936,0
25127,1
4625,0
6114,1
27704,1
9352,0
5559,1
24490,1
15832,0
2438,1
27047,0
3869,1
20927,1
21309,1
30847,1
9018,1
6124,0
11471,1
26045,1
23922,1
4921,1
29943,1
13157,1
15604,0
17840,0
16300,1
27970,0
2494,1
25426,0
12759,1
32296,1
29928,1
31805,1
15452,1
29446,1
22780,0
29669,1
9406,1
7674,0
5158,0
9648,0
22415,1
14086,1
26953,0
31185,0
12200,1
16149,1
31188,0
22586,0
18317,1
31058,1
12448,0
6012,1
23252,1
32159,1
19454,0
12777,1
25029,1
2941,0
1849,0
14684,0
20676,1
7551,1
30252,1
17613,1
26471,1
6752,1
30346,1
94,0
29487,1
29454,0
25456,0
20478,1
16572,1
18786,1
146,1
7556,1
25259,0
11990,0
20762,1
16976,1
1305,0
6648,0
17005,1
13108,1
28593,1
15248,0
14712,1
6832,1
4283,1
15529,1
32137,1
3929,0
22904,1
2536,1
12658,1
2378,1
210,1
13353,0
23139,1
18542,0
17223,1
15805,1
2905,1
17940,1
19911,1
16409,0
3007,1
2209,1
18373,0
5567,1
14747,1
1783,0
25831,0
9001,1
12083,0
30178,1
3349,0
7910,1
3569,1
8666,0
23044,1
27460,1
9016,0
25142,1
14600,1
7969,1
14521,1
11636,1
8485,1
17748,1
28991,1
8344,1
15572,1
6166,1
27722,0
11535,1
18411,1
19882,1
9670,1
5784,1
30595,1
21616,1
29394,1
21200,1
13885,1
19696,1
22800,0
20828,1
11935,1
22030,0
5978,1
17993,1
8688,0
26082,1
11633,1
31329,1
25086,1
18199,1
750,0
12983,1
18324,1
10929,1
1101,0
944,1
2169,1
11498,1
12913,1
16018,0
16111,1
11424,1
8254,1
5759,1
4774,1
1482,0
19325,0
1774,0
13640,1
1689,0
22459,1
32054,1
19117,1
21898,1
23119,1
8934,1
11297,1
15798,1
27848,1
5497,0
20212,0
31391,0
23601,1
30676,1
6195,1
5583,1
23254,1
1235,1
26684,1
11896,0
11118,1
11307,1
4381,0
11260,0
2646,1
4516,1
13020,1
934,0
3225,0
26412,1
26603,0
2648,1
30134,1
30004,1
19146,1
8320,1
19597,1
21449,0
31151,0
19944,0
19639,1
18074,0
5389,1
11794,1
5761,1
9060,0
26277,0
25312,0
13939,1
2273,1
29919,0
12259,1
12631,1
8471,0
2085,0
89,0
25595,0
25564,1
18557,1
14382,1
28679,1
4804,1
9176,1
24284,1
22133,1
20338,1
1968,1
1384,1
16443,1
3264,1
30888,0
16927,1
16671,1
24586,1
29892,0
28680,0
2878,1
10041,0
27134,1
20167,1
28641,1
23266,0
4577,1
14072,0
25793,1
13790,1
13357,0
4198,1
32313,1
29830,0
17478,1
16472,1
20756,1
17477,1
3871,1
20049,1
14293,1
2832,0
30026,1
24326,1
1653,1
27328,1
4492,0
24480,1
11716,1
6258,1
6130,1
9092,1
29511,1
31422,1
14107,1
7761,1
23948,1
21788,1
15386,1
12689,0
16674,1
2162,1
8388,1
18230,1
11427,1
24323,0
216,1
31044,1
23824,1
24535,1
22490,1
20663,1
16375,1
24663,1
24058,1
25446,1
24734,0
5292,1
25933,0
30661,0
32051,1
24531,1
10536,1
13507,1
17219,1
20311,0
4105,1
31113,1
14523,0
6977,1
27004,1
8503,1
31849,1
13244,1
30864,0
24512,1
22882,0
17699,1
21527,0
21951,1
17735,1
32395,1
963,1
6796,1
25489,1
7575,1
6567,1
11698,1
21098,1
20867,0
1547,1
17832,1
17190,1
21131,1
23215,1
121,1
8835,1
30345,1
17485,0
4977,1
22638,1
28626,0
12375,1
22737,0
12170,1
26260,1
29075,1
9273,0
17602,1
21219,0
11643,1
22076,1
22441,0
18632,0
21020,1
18157,1
25517,1
4067,1
25511,1
30829,1
5439,1
21640,1
3009,1
14895,1
29728,1
2013,1
16849,1
13839,1
1084,1
419,1
12541,1
6971,0
19269,1
20098,0
11445,1
31142,1
8783,1
18747,1
25268,1
5453,1
21921,1
20893,0
25093,1
15340,1
31205,1
5231,0
5199,1
19071,1
11966,1
4555,0
20415,1
31130,0
2070,1
26570,0
5398,1
9267,1
6555,0
8263,0
1253,1
19371,1
21101,1
29627,0
10482,0
7701,0
30620,0
22175,1
4682,1
2425,0
188,1
19730,1
9471,1
26035,1
3710,1
1675,1
2492,1
10303,1
1484,0
4759,1
23358,0
19964,0
20404,1
740,1
14091,1
28967,1
3995,1
19471,1
552,1
179,1
14785,1
29668,0
31620,0
25631,1
2078,1
7873,1
31974,1
32154,1
25626,1
11611,1
1201,0
13041,1
2842,1
10759,0
5787,1
28301,0
12014,1
12064,1
23889,0
165,1
14492,1
29030,0
23808,1
3083,1
32387,1
27362,1
3868,1
21704,1
28359,0
30271,1
13549,1
4954,1
15507,0
29546,1
10836,1
13269,1
28266,0
26811,1
16295,0
19829,0
30929,1
26850,1
5606,0
12770,0
21797,1
30390,1
3756,1
22634,0
25616,1
17903,1
24883,1
14205,1
2993,1
26846,0
19671,1
31017,1
21181,0
13725,1
22090,1
21036,1
14177,1
13242,1
11011,1
24082,1
30875,1
6316,1
26929,0
6132,1
22329,0
12522,0
21085,1
15037,0
24721,1
31146,1
1501,1
30254,0
16086,1
4180,1
30403,1
5208,1
26310,1
4670,0
32152,1
5411,1
31906,0
29658,1
17977,1
24983,0
8039,0
3542,1
31886,1
31573,0
17988,1
21002,1
29367,1
28911,1
27692,0
15433,1
16765,0
15400,1
13323,1
12486,0
16891,1
16245,1
15337,1
2693,1
29065,1
17969,0
22611,0
12711,0
14973,1
18338,1
10368,0
7264,1
22338,0
3464,0
16296,1
19208,0
8960,1
9810,1
11930,0
28950,1
4975,1
8466,1
13868,1
6833,0
32321,1
27879,1
15694,1
32063,0
1233,1
11515,1
11383,1
24408,1
28374,1
31182,0
3126,1
25692,1
14033,1
20683,0
1926,1
11462,1
23638,1
2077,1
15341,0
28200,1
10014,1
21772,1
13616,0
28087,0
15317,1
26689,1
16649,0
20010,0
20931,1
1202,1
30352,0
18425,1
31082,0
5409,1
8995,1
31602,1
22399,0
20668,1
21928,1
28460,1
4032,0
8430,1
31628,0
682,0
2674,1
27516,1
21814,1
32312,1
32493,1
21727,1
2365,1
24895,0
27237,1
21263,1
28412,1
25701,1
3035,0
13289,0
1301,1
19486,0
21947,1
8262,0
4857,1
12036,1
16753,1
6223,1
30695,0
11574,1
29989,0
20236,1
5420,1
20074,0
26476,0
11262,1
21273,1
4373,1
16754,1
3905,1
32198,0
19443,1
21594,1
24381,0
20345,1
13424,1
8962,0
24401,0
24123,0
3998,1
13475,1
23246,1
25879,1
25205,1
13804,1
11045,1
3726,0
11600,0
8877,1
20279,1
21149,1
30132,1
5849,1
18682,1
24788,1
3152,0
26782,1
15245,1
1412,0
3971,1
30349,1
27956,1
29828,1
32055,1
31743,0
9255,1
23356,1
5939,1
25406,1
11563,1
16683,0
8523,1
20641,0
13898,1
15770,1
10597,1
12709,0
15092,1
23031,1
10533,0
15526,1
7022,1
26191,1
9538,1
535,1
12639,1
29135,1
1214,1
6135,0
5546,1
1910,1
12422,1
28030,1
30985,1
6894,1
24783,1
31026,1
32391,1
25837,1
32528,1
23335,1
3973,1
20687,1
15489,0
12969,1
27941,1
12096,1
1844,1
23814,1
2495,0
15970,1
15866,1
6455,0
26058,1
30885,0
10787,1
11933,1
3611,1
22839,1
16002,1
26694,1
28109,1
10584,1
10728,1
25890,0
232,1
24915,1
1164,0
9398,1
31134,1
21442,1
7595,1
23184,1
14448,1
24794,1
21749,1
9368,1
24587,1
28354,0
14801,1
16613,1
26,1
31588,0
11470,0
8305,1
14471,0
6191,1
10540,0
31254,0
30241,1
24886,1
13739,1
9922,1
11741,0
12870,1
684,1
26938,0
23314,1
30338,1
9425,0
28557,0
7180,1
5717,0
1198,1
21218,1
23451,1
2398,1
32209,1
26730,1
13937,1
27213,0
12413,1
12230,1
14866,0
16269,0
13518,1
27760,1
32548,1
20061,1
22593,1
22435,1
25662,1
21700,1
18726,1
22621,1
24701,0
16073,1
781,1
14942,0
6685,1
21690,1
20707,1
20448,1
4389,0
24361,1
8902,1
19323,0
22070,1
16728,1
20696,1
17370,0
20079,0
6325,0
12922,1
4219,1
27710,0
2989,1
12825,1
11188,1
28407,1
12914,1
29409,0
21166,1
4598,1
21922,1
13075,1
16407,0
21201,0
1523,1
27314,0
13857,1
25994,1
23053,1
3543,0
30259,0
20552,0
2343,1
9285,1
26411,1
18405,0
31875,1
7600,1
27918,1
11030,1
4189,1
19636,0
21103,1
21732,0
12807,1
2280,1
30574,1
24916,1
1820,1
11133,1
4597,0
8113,0
19352,1
15723,1
27695,1
12454,1
9254,0
23273,0
19251,1
16001,1
18256,1
21159,0
27531,1
17660,1
24650,1
25416,0
15772,1
25699,0
31813,1
19569,0
21976,0
26697,1
19590,1
10160,1
10896,0
11754,0
19856,0
2182,0
21889,1
21177,0
22457,1
17152,1
16450,1
14481,1
26943,0
2453,1
27814,1
22080,1
6070,1
9828,0
31756,1
5837,1
26763,1
6618,1
8595,1
29308,1
1654,0
31438,1
1499,1
23801,1
27623,1
20470,1
16422,0
23532,1
23745,0
28952,0
14253,0
29553,0
6350,1
7717,1
17497,1
13849,1
6339,1
10621,0
22955,1
13736,1
24049,0
567,1
26360,1
21581,1
27519,1
16600,1
254,1
13164,1
21782,1
6856,1
25337,1
12960,1
30122,1
2119,1
6903,1
31574,1
30076,0
12632,1
24251,1
17194,1
31053,1
2418,1
30981,0
27401,1
16465,1
17495,1
6067,1
4938,1
6298,1
22250,1
6240,1
20510,0
5152,1
8473,1
9592,1
32425,1
24100,0
27474,1
16496,0
28091,1
2659,1
24211,1
15207,1
27400,1
24524,1
12956,1
3447,1
19630,1
29302,1
25407,1
23166,1
14848,1
26053,1
17186,0
15142,1
7605,1
14455,1
17268,1
13657,1
28762,1
5397,0
16901,1
13227,1
6570,1
9981,1
6081,1
25146,1
6086,1
25479,1
1337,0
20169,0
25066,1
14406,0
14397,1
15915,0
8926,1
28655,1
17524,1
7113,1
16601,0
13127,1
172,0
27230,1
1730,1
32301,1
25940,0
16597,0
31688,0
6061,1
24892,1
7793,1
28264,0
11443,1
16265,1
25752,1
14432,1
31349,1
1694,1
3079,0
472,1
23928,1
16842,1
32004,0
19392,1
25665,1
3027,0
4037,1
27651,0
6187,1
21965,1
5151,1
27567,0
19011,1
3214,1
27832,0
2786,1
11196,1
27906,0
19291,0
13757,1
7013,1
7973,1
16971,0
8479,0
25825,0
26217,0
13450,1
30135,1
16492,0
5654,1
23773,1
9256,1
5716,1
19974,1
2272,1
23518,1
11041,1
12912,1
202,0
28192,1
26246,1
21632,1
21377,1
28526,1
1502,1
28785,1
9313,1
25696,1
17000,0
23114,1
22964,0
12467,0
21105,1
16241,0
30048,1
29106,1
9145,0
12317,0
32398,1
7909,1
20092,1
8734,1
13970,1
10775,1
22255,1
28054,0
28497,1
10561,1
25,0
3663,0
1183,1
13896,0
11783,1
27104,1
12532,1
31166,1
20748,1
11365,1
25814,1
13299,0
25741,1
31444,1
22166,1
18428,1
17172,0
31208,1
12907,1
6878,1
19000,1
19838,1
298,1
13413,1
24077,1
20872,1
21612,1
4261,1
22836,1
6354,1
32068,1
22129,0
1238,1
20670,1
26514,1
19538,1
25950,1
27534,1
14388,1
25210,1
2715,1
23556,1
17446,0
8393,0
15636,0
14173,1
4292,1
16277,0
2601,1
8680,1
7677,1
17807,1
2022,1
16941,1
21047,1
22278,1
391,1
9839,1
20725,0
28448,1
28226,1
19804,0
22747,1
4143,0
16533,1
24224,1
3849,1
4171,1
7209,1
30852,0
14028,1
19776,1
22531,1
28462,1
14612,1
26452,1
7880,1
28777,1
8589,1
14019,1
7766,1
13900,1
25192,1
6379,0
5189,1
958,0
14999,0
30145,1
607,1
2132,1
14395,1
1313,1
27571,1
8331,1
18184,1
24725,1
12992,1
11345,0
21148,1
3957,1
1858,1
26806,0
1241,1
21091,1
6740,1
29878,0
21712,1
28638,1
2897,1
27227,1
16032,0
1424,1
20449,1
17498,0
27597,1
13453,1
20740,1
7487,1
12889,0
15190,1
10204,1
2335,1
26333,1
21826,0
32064,1
24594,1
32253,1
14341,1
27744,1
5460,1
24825,1
17266,1
27920,1
1771,0
21411,1
10509,1
23002,0
385,1
148,1
9193,1
18087,0
12091,1
367,1
5295,1
31405,0
19225,0
10352,1
14969,1
18699,1
11450,0
5989,1
22986,1
9263,1
11811,1
2100,0
2560,0
17112,1
3524,1
13352,0
10272,1
29618,0
4149,1
2106,0
6115,0
16169,1
22168,1
27375,1
20287,1
29633,1
6667,1
854,0
25002,1
8702,1
9004,0
31678,1
23796,1
20022,1
2355,1
24827,1
22011,1
22365,1
18661,1
24435,0
15262,1
20171,1
12782,1
27872,0
17639,1
7151,1
4871,1
15459,1
8240,1
10141,1
28566,1
31469,0
5074,1
24382,1
478,1
21366,1
10376,1
30462,1
32191,1
10439,1
28838,1
6247,1
17004,1
18813,1
17109,1
21679,1
12915,1
1007,0
31176,1
24649,1
9488,1
19650,0
12027,1
15901,1
12691,1
14891,1
31064,1
23664,0
29382,1
2188,1
18664,1
8255,0
21215,0
17301,1
28594,0
32214,0
20491,0
22999,1
7122,1
29385,1
17687,1
12081,1
8491,1
24775,1
3661,1
14002,1
10965,0
31500,1
19442,1
1242,1
30223,1
30430,0
16207,1
16667,0
18063,1
19913,1
3413,0
23248,1
7577,1
21184,1
29611,1
20101,1
19267,1
1979,1
10907,1
3549,1
11048,1
4384,1
30609,0
26917,1
3810,1
2895,1
24753,1
18890,0
14845,1
11378,1
1975,0
8091,0
6120,0
19217,1
29428,1
7656,1
22340,1
10109,1
13332,1
5092,1
10203,0
5965,0
32293,1
30509,1
16923,0
2014,1
2480,1
30380,1
22010,0
14462,1
24576,0
6984,1
6553,1
416,1
1772,0
12732,0
30177,1
31452,0
14955,1
8368,1
8182,0
12307,1
5080,1
13501,0
9846,1
10884,1
2000,1
20375,1
17898,1
29193,1
4221,1
5512,1
6402,1
15516,1
20596,1
26228,1
30958,1
18033,1
4150,1
29417,1
1013,0
11525,0
1928,1
28908,0
26967,0
4082,1
18744,1
5931,0
29726,1
15082,0
25224,1
2035,1
23946,1
4100,1
30389,1
24765,1
3325,1
21724,0
14749,1
26709,1
14193,1
30417,1
5036,1
17073,1
3619,1
29526,0
24412,1
24203,0
3609,1
28737,1
28622,1
28898,1
31539,1
13763,1
13902,1
12537,1
8888,1
12363,0
21603,1
21604,1
19138,1
23077,1
17290,1
1652,1
30949,1
23964,1
4906,0
23799,1
3390,0
17877,1
17583,1
12791,1
3121,1
929,1
29899,0
5360,1
14964,1
5951,1
19619,1
24550,1
5971,1
13619,1
29723,0
19802,1
4176,0
29395,1
5120,1
16415,1
5441,1
5072,0
18922,1
27826,1
29864,1
19105,0
11128,0
23174,1
22856,1
7372,1
6313,0
32351,1
19244,1
5895,1
9023,0
3049,0
10637,0
11176,0
13748,0
25901,1
30825,1
14878,1
8469,1
4784,0
9658,1
22941,1
7285,0
21718,1
2457,1
8055,0
22007,1
10066,1
30870,0
12102,1
20261,1
18954,1
2184,0
208,0
14904,1
30741,1
9492,1
17590,1
23643,1
840,1
11455,1
19271,1
19668,1
13467,1
21723,0
29132,1
26299,1
16049,1
15728,1
18111,0
31812,1
32091,1
10914,1
18242,1
6855,1
12809,0
7140,0
1576,1
369,1
25739,0
14383,1
12250,1
18462,0
22619,1
9919,1
27660,1
30966,1
21478,1
7987,1
2224,1
7755,1
17577,0
8508,1
11010,0
13114,0
27916,0
14705,1
19128,1
18391,1
1626,1
29473,1
847,0
23242,1
10693,0
20356,1
10038,1
2752,0
25432,1
22850,0
5859,1
21132,0
23849,0
28433,0
31075,1
17519,1
16029,1
18742,1
8942,1
29205,1
43,1
12155,1
19580,1
29734,1
15569,1
12584,0
7392,1
28561,0
29419,1
11585,1
20619,1
15264,1
1591,1
30154,1
27753,0
4907,1
25401,1
28554,1
14117,0
19331,1
14782,1
15058,1
11902,1
16665,1
7835,0
16939,1
11264,1
5535,1
26183,1
23503,1
10430,1
30120,1
29937,1
26085,0
31479,1
4461,1
19801,1
22813,1
30563,1
16140,1
4640,1
25231,1
18129,0
31362,1
10922,1
31749,1
23750,1
13089,1
6670,1
6159,1
15083,1
16240,1
9772,1
22640,0
2896,0
152,1
2829,0
7269,0
16440,1
19160,1
21652,0
28093,1
32392,1
24536,0
8043,1
22796,1
18898,0
11305,1
25641,0
19605,1
13112,0
29190,1
22692,1
25850,0
18167,0
24275,1
17285,1
8856,0
12507,1
18701,1
10308,1
6912,1
5049,0
25623,0
15632,0
24072,0
24194,1
477,1
24860,1
10594,0
27209,1
9790,1
4178,1
31566,1
24305,1
30996,1
6885,1
29659,1
2130,1
27674,1
168,1
11348,1
30064,1
4998,1
1184,1
24204,1
31169,1
13588,1
9870,1
8611,1
12005,0
19484,1
24974,1
29806,0
6961,1
17293,1
9832,1
12371,1
20189,1
7691,1
1194,1
5919,0
14286,1
6997,1
13324,1
11673,1
19528,1
28350,1
27575,1
26725,0
27856,0
21822,1
24469,1
3648,1
4451,1
9930,0
28481,1
31491,0
637,0
10114,0
14325,1
14623,1
29084,1
11863,1
31782,1
14770,1
20911,0
23689,0
28965,1
17589,1
701,1
12703,1
10372,1
17963,1
12692,1
16239,1
244,1
25001,1
30051,1
4216,1
11461,1
24441,0
30350,1
32240,1
17435,1
21692,1
9132,1
28237,1
1666,0
29502,1
1001,0
28867,1
25593,1
22393,1
18400,1
21578,0
23190,0
10928,1
30918,0
23344,0
7785,0
13132,0
30793,1
2823,1
6420,0
28439,1
24692,1
12118,1
7729,1
2509,0
27181,1
21670,1
18420,1
15332,1
664,1
25413,1
23193,1
21135,0
12077,1
7196,1
4513,1
2060,1
15048,1
304,1
279,0
12023,1
31619,1
5395,1
20728,1
15892,0
12471,1
21489,0
7555,0
16072,1
14606,1
5696,0
2483,1
24219,1
8744,1
22700,1
23075,1
7278,1
31459,1
27042,1
11254,0
23525,1
516,1
20437,1
26409,1
17688,1
6956,1
2782,1
7429,1
6040,1
14566,1
20298,0
24954,1
28472,1
29336,1
31961,1
20134,0
9957,1
19381,1
25520,1
27671,1
11015,0
21970,1
14652,0
24023,0
17569,1
30583,1
23050,1
7796,1
21863,1
19949,1
7400,1
25827,1
31330,1
850,0
16128,1
19567,0
11883,1
7070,1
6277,1
14222,1
10044,1
10140,0
31167,1
20186,1
11111,0
5513,1
11689,1
30935,1
1879,1
18333,1
17281,1
5089,1
23522,1
26428,1
26504,1
9241,0
4089,1
13959,1
13740,1
12337,0
105,0
25215,0
3416,1
14436,1
15496,0
19338,1
14187,1
16389,1
3977,1
11743,1
28868,0
19313,1
1779,0
22669,1
13465,1
12819,0
24756,1
32135,0
19933,1
25340,1
6701,1
8157,0
622,1
10687,1
31029,1
20989,1
647,1
16578,1
24834,1
31624,1
26178,0
7960,1
6841,1
29189,1
31648,0
17673,1
29435,0
24126,1
26913,1
19766,1
26425,1
1906,1
21647,0
29196,1
20228,1
22280,0
5918,1
24452,0
14235,1
28914,1
31686,1
12891,1
28834,1
30127,0
9884,0
30553,1
23713,1
1274,1
16807,1
8587,1
31354,0
30780,1
28049,1
31839,1
29288,1
15690,1
17157,1
31181,1
18624,0
20157,1
31420,0
2879,1
28372,1
5828,1
9773,1
23804,1
18302,1
219,1
8555,1
10633,0
2191,1
18656,1
18357,0
9161,1
21234,0
2146,1
175,1
5454,1
29565,1
10338,1
5136,1
9812,0
1555,1
16480,1
25090,1
13864,0
15088,1
31140,1
8358,1
8386,1
4678,1
8169,1
15263,1
18418,0
14570,0
10878,1
11745,1
3685,1
3091,0
29352,0
29965,0
25733,0
16283,0
21279,0
28269,1
17210,0
11464,1
24581,1
27276,1
16666,1
2276,1
11028,1
29844,1
8662,1
30287,1
5474,1
27110,0
19237,1
25126,1
20495,1
19726,0
26518,1
21918,1
3002,1
6941,0
10903,1
15041,1
30328,1
15202,1
2277,1
9019,1
27058,1
23748,1
9769,0
3780,1
13922,0
15626,1
17517,1
26605,1
20021,1
19969,1
1885,1
26945,1
19850,0
32222,0
1398,1
13486,1
13449,1
10852,1
23329,1
1106,1
17467,1
31010,1
10298,1
27032,0
20714,1
18896,1
1797,1
902,1
1272,1
11603,1
27819,1
6791,1
5957,1
17318,0
30441,1
11097,1
17339,0
18616,1
12075,1
31607,1
5555,0
23546,1
588,0
10088,1
18394,0
13710,0
24526,0
31474,1
3691,1
13056,0
12062,0
15356,1
18314,0
17302,1
32453,0
11663,1
11905,1
4320,1
7210,1
25061,0
22464,1
17377,0
17364,0
3908,1
29265,0
2795,1
11712,0
28964,1
5494,0
1173,1
6404,1
28761,1
15698,1
23040,0
2200,1
14155,1
30884,0
8569,1
30429,0
25584,1
17925,1
1099,1
16052,0
19756,1
9991,1
5726,1
10381,1
2368,1
18430,0
18884,1
25645,1
13063,1
23278,0
5574,0
26206,0
1933,0
29092,1
20520,1
16608,0
25822,1
8248,1
21448,0
15055,1
18795,1
28951,1
29438,1
32461,1
26854,1
20538,1
11331,1
16121,1
20900,0
20427,1
5597,1
2344,0
12251,0
27511,1
15158,1
15727,0
6990,1
4329,0
1551,1
3357,1
2747,1
12708,1
26350,0
10872,1
32259,1
29425,1
6539,1
18154,1
18227,1
27900,1
24146,1
24439,1
4063,1
25617,1
9260,1
24446,1
30805,0
25555,1
10275,1
6786,1
6441,1
20336,1
17703,1
19909,1
19463,1
9630,1
9424,1
1497,1
1875,0
4094,1
11379,1
27014,0
22198,1
30948,0
4454,1
28115,0
12828,1
29939,1
26822,0
24770,0
22599,1
13505,0
14098,1
21502,1
17421,0
25236,0
11661,1
27988,0
22355,1
27232,0
27165,0
10767,0
15732,1
18375,1
24555,1
25801,1
32067,0
15344,1
17267,1
7765,1
29107,1
25988,1
12092,0
31585,1
5317,1
11620,1
30188,0
17260,1
23447,1
30088,1
13249,0
25267,1
20008,0
745,0
12367,1
29953,1
15422,1
2685,1
13266,1
12848,1
7723,1
17674,1
24434,1
23013,1
6462,1
5003,1
23923,1
13222,0
28920,1
25851,0
27527,0
29018,1
14113,1
18237,1
27082,1
30795,1
4346,1
15854,1
6840,1
10721,0
849,1
18507,1
23730,1
6494,1
27221,0
21731,1
2389,1
15209,1
26912,1
32375,0
22306,0
26920,0
29793,1
28903,0
10632,1
28257,1
7565,1
